text,sentiment
Won't you?,1 star
"Let's find Princess Sita first, yes?",3 stars
But how? The sea looks endless,2 stars
Just looking at that makes my knees ache,3 stars
But my knees should be just fine,3 stars
What? Impossible,1 star
Yesterday perhaps,3 stars
"Today, everything seems possible",5 stars
I don't think that rock's ever coming down,2 stars
Hanuman! Hanuman!,5 stars
Hanuman! Hanuman!,5 stars
Hanuman! Hanuman!,5 stars
What's happening?,1 star
Someone is making mischief,1 star
And I think I know who,5 stars
Hanuman,4 stars
It's Hanuman?,1 star
What's happening to him?,1 star
He has finally seen for himself the,5 stars
very thing I saw in him when we first met,5 stars
Seen what?,1 star
The truth,5 stars
And that is something,3 stars
few of us ever discover,1 star
"For some, such knowledge can destroy them",3 stars
"But for others,",3 stars
there is no limit,1 star
to what they become capable of,5 stars
"Tell me, brother,",5 stars
did you ever have any doubt?,5 stars
In Hanuman? Never,1 star
Lanka,4 stars
Lanka,4 stars
It's not that far,3 stars
Just a hundred miles away,5 stars
Think you can do it?,3 stars
"Only one way to find out, old bear",3 stars
Though it might help,3 stars
to get a little extra height,4 stars
"Good luck, Hanuman! If you see any",5 stars
"rakshasas, give them a punch from us!",1 star
Yes. And that goes double for Ravan!,5 stars
Teach him what happens when he meddles,4 stars
with the vaanar!,5 stars
I'll do what I can,5 stars
Hanuman! Hanuman!,5 stars
My Lord!,5 stars
My Lord!,5 stars
No!,1 star
"My Lord, someone approaches",5 stars
Have the gods regained their courage,5 stars
at last?,3 stars
Who?,1 star
Indra? Agni?,2 stars
"No, not a god, my Lord",1 star
This is a creature unfamiliar to us,1 star
He rides the howling winds,4 stars
At last!,5 stars
A challenger,5 stars
I am eager to meet him,4 stars
Careful!,5 stars
You be careful. You're lucky,5 stars
I didn't smash your skull.,1 star
"Easy, Angad. I saw you were awake",3 stars
and brought you some food.,5 stars
I'm not hungry.,2 stars
And I can't sleep.,5 stars
It's this place.,5 stars
"You can almost smell it,",3 stars
taste it. The bitterness.,5 stars
The hate. It poisons the air.,1 star
You're letting this camp get to you.,5 stars
Don't let the evils of what we've seen,5 stars
darken your heart.,5 stars
"If we are loyal to each other,",3 stars
we will succeed.,5 stars
"Like you were loyal to my father,",5 stars
Hanuman?,1 star
Who are you to lecture me on loyalty?,5 stars
What Ram did to him...,5 stars
"Lord Ram is not the man you think, Angad.",2 stars
There is a purity in him,5 stars
that I have never found before.,5 stars
He didn't kill your father.,5 stars
He saved him,5 stars
from turning into something...,1 star
Enough! I'm done hearing about Ram.,4 stars
I came up here to be alone.,5 stars
Move!,5 stars
Wake up! All of you wake up!,5 stars
We're under attack!,1 star
Come on!,5 stars
We need to give the others time!,5 stars
But you're unarmed.,3 stars
I'll manage!,4 stars
You're not stealing all the fun.,1 star
"Wake up! All of you, wake up!",5 stars
Hanuman!,5 stars
Hanuman!,5 stars
The vaanars should have been,3 stars
ripped apart by now.,1 star
Who is this Hanuman?,1 star
"He is just a fool, great Lady.",5 stars
"Yes, he is strong,",5 stars
but his heart is his weakness.,3 stars
He cares too much,2 stars
for those around him.,4 stars
Then I will kill his friends,5 stars
to crush his spirit.,5 stars
"Then, I will crush his bones.",3 stars
And then...,2 stars
Go quickly. Bring my pet.,5 stars
Tell him Shurpanakha has need of him.,3 stars
Go.,5 stars
"Great one, I only ask that you spare",5 stars
the life of Prince Angad.,5 stars
Why should I spare him?,1 star
Or you?,1 star
"With Hanuman and his followers dead,",5 stars
Angad can take back the throne,2 stars
from Sugreev.,5 stars
And why should I care,5 stars
who sits on the vaanar throne?,1 star
Because I will become,5 stars
"Angad's most trusted advisor,",5 stars
but secretly your humble servant.,4 stars
And then I will bring you Ram,5 stars
and Lakshman in chains.,5 stars
Angad hates them.,1 star
"Let him kill Lakshman, then.",1 star
I want only Ram.,1 star
"A deal, then. Hanuman dies",4 stars
and will never find Sita.,5 stars
And Angad shall live,5 stars
to reclaim his birth right.,5 stars
"Yes, little monkey, but know this.",5 stars
"If you fail to bring me Ram,",3 stars
I will devour a small piece of you,5 stars
each day as you feel agony for years.,5 stars
"I... I shall not fail you, great one.",5 stars
"I never knew you had it in you,",5 stars
old bear.,5 stars
I am getting too old for this.,2 stars
"You saved many lives today,",5 stars
but they're gone now.,3 stars
It's not them I'm worried about.,2 stars
Those creatures couldn't have taken down,5 stars
the dead beast in the forest.,5 stars
"If not them, then who?",3 stars
I think we're about to find out.,3 stars
Run!,1 star
Arm yourselves! Quickly!,5 stars
"Hey, you! Yes, you!",5 stars
The big one-eyed ugly!,1 star
Get lost! You'd better run,1 star
before I have to hurt you!,5 stars
Nal! Nil! Move!,1 star
You're no match for him.,5 stars
Get away quickly!,1 star
"You're braver than I thought,",5 stars
little ones.,4 stars
I almost had him.,2 stars
Or dumber. I haven't decided yet.,2 stars
"Now, get back.",1 star
Let me have a go at this demon.,5 stars
"No, Angad. Our attacks have no effect.",1 star
We need to save the wounded.,5 stars
What about you?,1 star
I'll keep him distracted.,3 stars
"Fall, you beast!",1 star
"I hit him with everything I had,",5 stars
and he barely felt it. How can that be?,1 star
He is protected by dark powers,4 stars
it seems.,3 stars
The giant is invulnerable,1 star
"to your blows,",5 stars
and yet all darkness fears the light.,5 stars
There.,5 stars
"Yes, old bear. I see it.",5 stars
He can't handle the light.,2 stars
His big eye. That's his weak spot!,3 stars
Nal! Nil!,1 star
We need rope. Lots of it!,5 stars
"Follow me, and do as I do.",5 stars
"What's the plan, Hanuman?",3 stars
Bring the demon down to size.,5 stars
Come on!,5 stars
"Now, Hanuman! Now!",5 stars
Now!,5 stars
"You did it, Hanuman.",5 stars
We all did it. Together.,5 stars
Even these fools helped.,5 stars
"You're true heroes now, little ones.",5 stars
I really almost had him,2 stars
the first time.,5 stars
What is it?,1 star
I've never seen you laugh before.,5 stars
It's scaring me.,5 stars
The vandevtas have returned,1 star
to this part of the forest.,5 stars
They no longer have to fear,5 stars
this creature.,5 stars
You've given them hope.,5 stars
"No, old bear, you have it wrong.",1 star
They've given hope to us.,5 stars
"Maybe you were right, Hanuman.",3 stars
That no matter how dark the night...,3 stars
the sun will always rise.,5 stars
"Why, Ram, why?",1 star
"Why, my sweet prince?",5 stars
Don't you know how much I love you?,5 stars
Even now?,2 stars
Who dares?,5 stars
Great one! Please forgive me.,5 stars
What did you hear?,5 stars
Tell me the truth!,5 stars
You... mentioned Prince Ram.,1 star
I thought you hated him?,1 star
I don't understand.,2 stars
Of course you don't. Look at you.,1 star
"You have never known true, deep love.",5 stars
But I have felt it once...,3 stars
when I first saw Prince Ram.,5 stars
Are you a god?,1 star
"No, dear lady.",1 star
I am simply Ram.,1 star
How may I help you?,5 stars
I have never seen a man,5 stars
so handsome and full of life.,5 stars
I ask of you only one thing,1 star
and my happiness will rival that,5 stars
of all the devs.,5 stars
"Ask, and I will do what I can",5 stars
to make you happy.,5 stars
"Then be my husband,",5 stars
noble and beautiful Ram.,5 stars
"Dear lady, ask of me anything else,",5 stars
but that I cannot be.,3 stars
"I have a wife, who is everything to me",5 stars
and wish for no other.,5 stars
Princess Sita.,5 stars
"That pasty, feeble thing?",1 star
"She is unworthy of you, sweet Ram.",1 star
"Let me devour her,",5 stars
then we can be happy.,5 stars
Stand away from her! Now!,1 star
"You think you can stop me, human?",1 star
I will feast on her bones!,5 stars
"Not while I live, demon.",1 star
No!,1 star
What have you done to me?,5 stars
What have you done to me!,5 stars
I was mutilated,1 star
despite my love for Ram.,4 stars
With a horribly injured face,1 star
"and a broken heart,",1 star
I fled.,1 star
Fled all the way to the nearby kingdom,1 star
"of my rakshas kin, Janasthan.",5 stars
"Yet, even 14,000 rakshasas",1 star
could not prevail against the mighty Ram.,2 stars
Ram was as skilled as he was handsome.,5 stars
There was then just one,1 star
who could give me justice for my injuries.,5 stars
"My brother, Ravan.",5 stars
He flew on his great Pushpak Viman,5 stars
and abducted that pitiful Sita.,1 star
"I had asked him to devour her,",2 stars
but he grew enamoured with this woman.,3 stars
"However, he will tire of her soon enough,",3 stars
and then her life will end,5 stars
and Ram will love only me.,5 stars
You... you believe Ram will love you,5 stars
after Si... his wife is dead?,2 stars
Of course.,3 stars
Do you think otherwise?,3 stars
No... no. Not at all.,1 star
You will be a most worthy wife.,5 stars
"Less flattery, more work!",3 stars
My rakshas could not defeat Hanuman.,5 stars
He is the most exceptional vaanar.,5 stars
"So, we must be more cunning.",3 stars
Take this.,5 stars
Poison?,1 star
Darkness in a bottle.,5 stars
"It will not kill,",1 star
but it will corrupt.,3 stars
"It will twist the victim's nature,",4 stars
"bringing their darkest desires,",5 stars
their darkest appetites to the surface.,5 stars
This may not work on Hanuman.,1 star
"It's not for him, for there is another",2 stars
that will respond well to it.,4 stars
Angad. His strength matches Hanuman's.,4 stars
And this darkness,5 stars
will make him even stronger.,5 stars
There is a king nearby,3 stars
"who has no love for Ram,",5 stars
for Ram is responsible,4 stars
for killing,4 stars
someone important to him.,5 stars
Use whatever guile you have,5 stars
to ensure this is the path Hanuman takes.,5 stars
"He must be guided to King Suketu,",5 stars
who will surely destroy him,1 star
in case Angad fails.,3 stars
How can I do this?,5 stars
Hanuman does not consider me,2 stars
one of his advisors.,4 stars
He has that troublesome Jambhvan,2 stars
at his side.,3 stars
Wait for the right moment.,1 star
I will lay a bait,5 stars
that a hero like Hanuman,5 stars
will be unable to resist.,2 stars
"Prince Angad, you look thirsty.",2 stars
"Here, share my water.",5 stars
Thank you.,5 stars
"Hariya, isn't it?",1 star
You were a councillor to my father.,5 stars
I was. How kind of you to remember.,5 stars
I mourn the loss of your great father,5 stars
every day.,5 stars
We will not see his kind again.,2 stars
"Now, our leaders",5 stars
are made of lesser material.,3 stars
Hanuman is a noble vaanar.,5 stars
"I've had my differences with him,",4 stars
but that's the past now.,3 stars
You are gracious.,5 stars
But I would expect no less,3 stars
from the son of Vaali.,5 stars
"Yes, Hanuman is strong,",5 stars
but he is not wise like you.,3 stars
"He was not raised to lead others,",2 stars
but to serve. He is not a prince.,3 stars
"Hanuman saved us, Hariya.",5 stars
"It was a feat I could never imagine,",5 stars
"or ever achieve, alone.",5 stars
"My Prince, you would never have",5 stars
brought us here to die.,5 stars
Hanuman is fool and a dangerous one.,1 star
He will kill us all,5 stars
unless you do something.,1 star
Hey! Be quiet!,5 stars
All you've done is complain,3 stars
and moan ever since we left Kishkindha!,5 stars
"Hanuman is our leader,",5 stars
and that's the end of it!,5 stars
Fools will always follow fools.,5 stars
Be gone with you.,5 stars
Don't call my brother a fool!,1 star
I called you both fools.,1 star
Then it's okay.,3 stars
